Date,station,Pluvio_du_jour,Cumul_du_mois,Cumul_moy_du_mois,Cumul_periode,Cumul_moy_periode,Cumul_mois_precedent,Cumul_periode_precedente
2024-04-20,السواسي,0.0,4.5,27.3795917706222,167.79999999999998,214.024610715758,15.0,87.0
2024-04-20,الـــجم ,0.0,5.0,30.812499993015077,194.60000000000002,255.60744298451678,16.0,134.0
2024-04-20,صفاقس,0.0,16.0,24.96999996572733,86.0,204.17276905944726,14.0,98.2
2024-04-20,عقارب,0.0,18.0,21.199632688347172,74.0,176.45377563916506,13.0,92.5
2024-04-20,بير علي بن خليفة,0.0,17.0,21.939999996423722,60.0,171.44306766542755,10.0,49.0
2024-04-20,الغريبة,0.0,22.0,16.674418607770008,65.0,156.48831850374643,14.0,40.5
2024-04-20,قرقنة,0.0,16.0,25.048785776305966,121.0,209.80353870856572,12.0,73.5
2024-04-20,منزل شاكر,0.0,24.0,20.841312056737582,98.5,190.00802972592157,10.0,82.0
2024-04-20,الحنشة,0.0,14.0,22.415999994277957,153.5,186.7660502425075,12.0,126.0
2024-04-20,قفصة ,0.0,14.5,19.904000018537044,65.5,140.45430772381334,4.0,28.0
2024-04-20,القطار,0.0,5.5,17.76724286114216,38.5,121.53334823484352,4.0,22.0
2024-04-20,السند,0.0,21.0,25.96458341429631,76.0,173.37996457505915,5.0,34.0
2024-04-20,المنلوي,0.0,12.0,13.310193235236376,43.5,96.87708811180318,1.0,12.5
2024-04-20,الرديف ,0.0,15.0,15.46000005245209,60.5,110.4748799100324,1.0,12.0
2024-04-20,سيدي يعيش,0.0,11.5,18.862056699634284,55.5,127.7437163808262,5.0,9.3
2024-04-20,أم العرائس,0.0,7.0,22.351433819416602,42.5,174.82234138535046,2.0,42.0
2024-04-20,توزر ,0.0,22.0,9.839999985098839,46.2,77.66279121016919,0.0,15.0
2024-04-20,تمغزة,0.0,10.5,14.996774237002095,33.5,93.76995738520651,0.0,4.5
2024-04-20,دقاش,0.0,22.0,10.475555529362627,43.5,81.32438372972452,0.0,9.0
2024-04-20,نفطة ,0.0,15.5,10.613043452410594,31.0,78.19551341260453,0.0,5.0
2024-04-20,قبلي ,0.0,20.0,15.29111102206839,47.5,89.06375023117454,1.4,16.4
2024-04-20,الفوار,0.0,17.0,8.119075639095126,46.2,65.39444503971282,0.0,0.0
2024-04-20,دوز ,0.0,19.2,12.276923062327581,56.900000000000006,79.06051655381442,13.5,35.5
2024-04-20,قابس ,0.0,56.5,21.104571374250305,137.5,191.10117070532777,1.0,57.0
2024-04-20,الحامة,0.0,22.0,17.20307696694747,68.5,132.77467945285431,0.5,30.5
2024-04-20,المطوية ,0.0,23.0,19.346153830106438,90.5,166.84748964289778,0.0,36.5
2024-04-20,مطماطة,0.0,29.0,31.73877548928163,156.5,184.16948830152887,9.5,91.5
2024-04-20,مدنين ,0.0,57.2,24.944897924454843,217.29999999999995,153.81865332913642,18.8,91.60000000000001
2024-04-20,بني خداش,0.0,55.3,35.62195112283637,128.0,208.90975596955627,21.0,72.6
2024-04-20,بن قردان ,0.0,15.0,24.057142811466235,142.1,176.43195244556836,28.0,111.8
2024-04-20,جرجيس,0.0,22.0,22.761224554205427,145.8,227.01250699220432,19.0,81.5
2024-04-20,جربة حومة السوق,0.0,56.0,18.17000001296401,161.8,212.9650362740012,2.5,106.7
2024-04-20,تطاوين ,0.0,28.7,23.946622337391013,98.2,115.05543790465782,25.0,80.19999999999999
2024-04-20,غمراسن,0.0,31.2,24.44250002540648,86.0,120.37954977926954,17.0,58.0
2024-04-20,رمادة ,0.0,1.8,13.553658481596448,27.1,72.8871717197186,8.2,31.4
2024-04-19,جندوبة,0.0,2.5,44.08400019645691,263.5,378.60907715006505,24.8,193.80000000000004
2024-04-19,بوسالم,0.0,6.1,40.56666685971949,309.3,364.80101047083,37.2,204.79999999999995
2024-04-19,غار الدماء,0.0,6.4,47.06831653128059,255.00000000000003,366.3632613872883,31.5,199.8
2024-04-19,عين دراهم,0.0,19.0,157.08199991971253,1209.0,1400.711692475928,86.0,771.0
2024-04-19,طبرقة,0.0,2.4,74.81600004360082,594.0,862.4353853751608,32.099999999999994,627.2
2024-04-19,سد بوهرتمة,0.0,8.399999999999999,65.51739135724695,522.3000000000001,630.8218289500355,97.3,445.09999999999997
2024-04-19,بــاجة,0.0,16.400000000000002,55.48571431652016,394.2,506.71381966370706,38.0,312.4
2024-04-19,مجاز الباب,0.0,4.0,40.126666635771585,208.0,349.4901711263139,18.5,172.5
2024-04-19,نفزة ,0.0,7.0,74.59387758009285,591.0,854.0401107294522,36.0,628.0
2024-04-19,سد سيدي سالم,0.0,5.3,39.837499986868345,190.3,358.49339523848715,14.6,130.70000000000002
2024-04-19,تبرسق ,0.0,4.0,55.49999993917893,249.5,479.91209053605,41.5,356.5
2024-04-19,تيبار ,0.0,6.0,55.94693883584471,340.0,463.6715575100394,48.0,246.0
2024-04-19,الكاف ,0.0,9.0,49.965999906808136,309.3,347.69656401953733,26.5,204.5
2024-04-19,سد ملاق,0.0,8.8,34.119999964684254,219.10000000000002,235.849955568447,25.0,168.3
2024-04-19,ساقية سيدي يوسف,0.0,8.0,50.660000060829844,272.7,403.86989914705657,27.5,288.29999999999995
2024-04-19,قلعة سنان,0.0,18.0,38.80222216116057,147.0,278.8070706479626,18.5,83.0
2024-04-19,القصور,0.0,12.0,44.07399997860193,195.0,299.7720000389219,15.5,103.5
2024-04-19,السرس,0.0,3.5,42.03255818195122,162.5,323.06479920495696,16.0,135.8
2024-04-19,تاجروين,0.0,7.0,44.26976722340252,150.0,301.27172384057985,13.0,120.5
2024-04-19,سليانة,0.0,8.0,40.3060000193119,193.5,324.9084285543436,21.0,99.0
2024-04-19,بوعرادة,0.0,1.0,42.81086955381476,214.0,352.1229665143667,55.0,140.0
2024-04-19,الكريب,0.0,4.0,54.56530610852097,327.0,429.24187920384503,52.0,203.0
2024-04-19,الروحية ,0.0,0.0,25.652380903561912,85.0,207.11808491939323,14.0,45.0
2024-04-19,سعدية برقو,0.0,13.0,62.21199997961521,313.0,505.63315221238133,33.0,150.0
2024-04-19,سد الأخماس,0.0,5.0,41.457446864944835,206.0,348.6574010430465,20.9,79.8
2024-04-19,مكثر,0.0,9.0,51.864000006467116,284.0,398.41107686932287,28.0,104.0
2024-04-19,تونس قرطاج,0.0,2.0,38.276200051009646,166.2,410.92969231054195,34.0,178.6
2024-04-19,تونس المنوبية,0.0,2.0,38.61400005310774,216.20000000000002,407.0974160059433,30.5,180.5
2024-04-19,أريانة,0.0,5.0,38.410000097751606,185.0,415.98569229371265,32.0,199.0
2024-04-19,سيدي ثابت,0.0,1.0,40.30833329415571,175.0,417.84703026964723,26.0,203.0
2024-04-19,قلعة الأندلس,0.0,3.0,40.887499954706676,198.0,434.5949867414742,20.0,239.0
2024-04-19,منوبة,0.0,0.0,39.6914894387443,276.5,369.0017984348102,32.0,215.5
2024-04-19,برج العامري,0.0,0.0,39.014000094980005,252.5,360.4352587171599,24.0,192.0
2024-04-19,البطان,0.0,0.0,35.89389921114645,185.0,338.4416728573697,26.0,197.0
2024-04-19,بن عروس ,0.0,3.0,38.40000010848045,273.0,399.8469472929445,23.5,205.4
2024-04-19,برج السدرية,0.0,1.0,40.94222217533324,203.0,430.2159811358903,35.5,219.0
2024-04-19,الخليدية,0.0,4.0,39.55359409785737,271.0,390.77182873155147,30.0,199.5
2024-04-19,نابل,0.0,2.5,29.260000028908255,199.2,354.75308870381735,42.5,210.0
2024-04-19,قليبية ,0.0,0.5,36.30199995875358,216.5,481.49104235580813,27.0,314.0
2024-04-19,قربة ,0.0,4.0,27.330000003278254,138.5,380.1407598401777,14.0,178.5
2024-04-19,منزل بوزلفة,0.0,2.0,39.402000080943104,242.0,454.0132756453571,58.0,256.0
2024-04-19,قرمبالية,0.0,8.0,38.54400000929833,300.5,433.8560817849179,63.0,252.5
2024-04-19,الهوارية ,0.0,0.0,38.22558154564265,301.5,513.8300663722414,48.0,379.7
2024-04-19,الحمامات ,0.0,4.5,32.87600001037121,206.0,391.33923070187785,28.5,167.0
2024-04-19,زغوان,0.0,6.5,44.77199991181494,218.0,404.92600644416666,13.5,107.3
2024-04-19,الفحص ,0.0,10.0,41.04489795316238,266.5,336.2517206857343,32.0,116.0
2024-04-19,سد بئر مشارقة ,0.0,7.5,38.725999929308884,157.5,352.57146887854043,16.0,127.5
2024-04-19,صواف,0.0,0.0,36.510638325772376,162.0,325.9310521584012,22.0,68.5
2024-04-19,الجبيبنة 3 النظور,0.0,5.0,33.662000045478344,207.0,309.3864708645028,0.0,0.0
2024-04-19,بنزرت سيدي أحمد ,0.0,4.6,47.196000035405156,355.80000000000007,576.2842004574034,33.0,350.2
2024-04-19,تينجة,0.0,2.6,43.2159999191761,322.40000000000003,534.6935314919801,53.5,347.2
2024-04-19,راس الجبل,0.0,0.0,50.31777771843804,292.1,530.3961763567148,33.3,369.3
2024-04-19,العالية,0.0,0.0,39.6938776621709,273.0,435.4750718751096,11.5,299.0
2024-04-19,ماطر,0.0,0.0,44.682000010609606,361.5,481.64016666193174,48.5,414.2
2024-04-19, جومين,0.0,2.0,62.46326539802308,481.5,653.9584187053799,51.0,481.0
2024-04-19,سجنان,0.0,2.0,59.314000025987625,573.0,751.5683233371057,27.0,529.5
2024-04-19,القيروان ,0.0,5.4,29.39200007557869,151.8,246.996666998615,7.2,72.4
2024-04-19,حفوز,0.0,3.9,28.95067076794349,98.9,248.19061002553252,4.5,68.5
2024-04-19,سد نبهانة,0.0,3.0,28.407317096685492,114.5,238.6878048574052,18.5,64.7
2024-04-19,الوسلاتية,0.0,3.0,38.32291654543952,111.5,310.96038723625594,23.0,115.0
2024-04-19,السبيخة,0.0,3.5,28.57800001025201,125.0,270.6600000022351,10.7,52.2
2024-04-19,سيدي عمر بوحجلة,0.0,5.0,28.609795967194497,168.5,225.18792171267978,13.0,69.5
2024-04-19,سد سيدي سعد,0.0,2.5,26.697999894767996,87.5,194.2359999814631,10.0,72.5
2024-04-19,القصرين,0.0,11.0,28.317999963015325,124.6,198.98753840634453,6.0,75.2
2024-04-19,فريانة ,0.0,7.5,25.095833317531895,47.0,201.5854165552493,2.5,17.5
2024-04-19,فوسانة,0.0,6.5,26.927659536612797,73.5,166.7347233104449,4.0,25.0
2024-04-19,خنقة الزازية,0.0,9.3,24.39799997597933,62.10000000000001,178.59799988426826,7.2,36.5
2024-04-19,سبيبة ,0.0,6.5,26.130434824396733,97.5,226.98971012440563,8.0,57.0
2024-04-19,سبيطلة,0.0,9.0,26.102000020891435,91.0,187.88476945956162,12.5,29.5
2024-04-19,تالة ,0.0,13.0,45.60204075854652,196.0,318.82821351480567,9.5,66.0
2024-04-19,سيدي بوزيد,0.0,14.7,32.54468072285042,111.7,227.84571261471115,15.0,40.1
2024-04-19,سيدي علي بن عون,0.0,22.0,30.356250005463757,127.0,186.07307670862426,5.0,25.0
2024-04-19,بير الحفي,0.0,8.5,28.31800003409386,80.0,192.58438937839568,2.0,17.0
2024-04-19,المكناسي ,0.0,16.0,23.763999995440248,62.0,177.00281325219706,6.0,23.5
2024-04-19,الرقاب ,0.0,18.0,17.000000019406166,98.5,169.14390910120676,8.0,59.0
2024-04-19,جلمة ,0.0,9.0,25.044680794185773,92.0,174.35209676839636,8.0,51.0
2024-04-19,المزونة,0.0,11.0,20.4729166328907,42.5,165.3958333380427,6.0,36.5
2024-04-19,سوسة,0.0,6.0,33.48571434845121,165.0,308.6699372656538,6.0,58.0
2024-04-19,النفيضة,0.0,4.0,33.25319143495661,198.5,318.67959611539476,12.0,76.0
2024-04-19,مساكن ,0.0,5.0,33.36199999108911,219.5,292.844933969726,8.0,68.0
2024-04-19,سيدي بوعلي ,0.0,7.0,30.14492753548682,159.0,287.8794672536013,13.0,43.0
2024-04-19,الكندار,0.0,2.0,30.81521739130435,125.0,255.27801732818276,12.0,44.0
2024-04-19,المنستير,0.0,11.0,30.649082143385204,297.0,300.09968764323366,18.0,168.0
2024-04-19,المكنين ,0.0,8.0,30.962000048458577,238.0,331.6678966828049,18.0,219.0
2024-04-19,طبلبة,0.0,8.0,32.37000004917383,226.0,335.7158908392824,18.0,216.0
2024-04-19,جــمال,0.0,8.0,32.3734694232746,235.0,322.72633625981365,15.0,229.0
2024-04-19,المهدية,0.0,6.1,28.77142855479401,271.6,310.54692643550334,22.7,181.0
2024-04-19,الشابة,0.0,6.0,22.660869630134634,269.0,280.1231402902932,14.0,186.0
2024-04-19,السواسي,0.0,4.5,27.3795917706222,167.79999999999998,213.47971275803403,15.0,87.0
2024-04-19,الـــجم ,0.0,5.0,30.812499993015077,194.60000000000002,254.23805523136102,16.0,134.0
2024-04-19,صفاقس,0.0,16.0,24.96999996572733,86.0,203.47276906108638,14.0,98.2
2024-04-19,عقارب,0.0,18.0,21.199632688347172,74.0,175.96377563916505,13.0,92.5
2024-04-19,بير علي بن خليفة,0.0,17.0,21.939999996423722,60.0,170.94714929905373,10.0,49.0
2024-04-19,الغريبة,0.0,22.0,16.674418607770008,65.0,156.32552780607202,14.0,40.5
2024-04-19,قرقنة,0.0,16.0,25.048785776305966,121.0,209.32437204189907,12.0,73.5
2024-04-19,منزل شاكر,0.0,24.0,20.841312056737582,98.5,189.27886305925492,10.0,82.0
2024-04-19,الحنشة,0.0,14.0,22.415999994277957,153.5,185.87605024250752,12.0,126.0
2024-04-19,قفصة ,0.0,14.5,19.904000018537044,65.5,140.11430771889596,4.0,28.0
2024-04-19,القطار,0.0,5.5,17.76724286114216,38.5,121.11668156817684,4.0,22.0
2024-04-19,السند,0.0,21.0,25.96458341429631,76.0,173.184131239739,5.0,34.0
2024-04-19,المنلوي,0.0,12.0,13.310193235236376,43.5,96.594479416151,1.0,12.5
2024-04-19,الرديف ,0.0,15.0,15.46000005245209,60.5,110.29887990800584,1.0,12.0
2024-04-19,سيدي يعيش,0.0,11.5,18.862056699634284,55.5,127.70204971415953,5.0,9.3
2024-04-19,أم العرائس,0.0,7.0,22.351433819416602,42.5,174.39190659859534,2.0,42.0
2024-04-19,توزر ,0.0,22.0,9.839999985098839,46.2,77.54034223057735,0.0,15.0
2024-04-19,تمغزة,0.0,10.5,14.996774237002095,33.5,93.56995738520651,0.0,4.5
2024-04-19,دقاش,0.0,22.0,10.475555529362627,43.5,81.1592674528726,0.0,9.0
2024-04-19,نفطة ,0.0,15.5,10.613043452410594,31.0,78.00203515484476,0.0,5.0
2024-04-19,قبلي ,0.0,20.0,15.29111102206839,47.5,88.89041689890084,1.4,16.4
2024-04-19,الفوار,0.0,17.0,8.119075639095126,46.2,65.36015932406471,0.0,0.0
2024-04-19,دوز ,0.0,19.2,12.276923062327581,56.900000000000006,79.06051655381442,13.5,35.5
2024-04-19,قابس ,0.0,56.5,21.104571374250305,137.5,190.95717070377805,1.0,57.0
2024-04-19,الحامة,0.0,22.0,17.20307696694747,68.5,132.77467945285431,0.5,30.5
2024-04-19,المطوية ,0.0,23.0,19.346153830106438,90.5,166.71928451469265,0.0,36.5
2024-04-19,مطماطة,0.0,29.0,31.73877548928163,156.5,183.50010054739997,9.5,91.5
2024-04-19,مدنين ,0.0,57.2,24.944897924454843,217.29999999999995,153.35130639328034,18.8,91.60000000000001
2024-04-19,بني خداش,0.0,55.3,35.62195112283637,128.0,208.87317060370262,21.0,72.6
2024-04-19,بن قردان ,0.0,15.0,24.057142811466235,142.1,176.2965357789017,28.0,111.8
2024-04-19,جرجيس,0.0,22.0,22.761224554205427,145.8,226.936506993158,19.0,81.5
2024-04-19,جربة حومة السوق,0.0,56.0,18.17000001296401,161.8,212.22303629021366,2.5,106.7
2024-04-19,تطاوين ,0.0,28.7,23.946622337391013,98.2,114.95543790465783,25.0,80.19999999999999
2024-04-19,غمراسن,0.0,31.2,24.44250002540648,86.0,120.37954977926954,17.0,58.0
2024-04-19,رمادة ,0.0,1.8,13.553658481596448,27.1,72.884732695292,8.2,31.4
2024-04-18,المنلوي,0.0,12.0,13.310193235236376,43.5,95.844479416151,1.0,12.5
2024-04-18,جندوبة,0.4,2.5,44.08400019645691,263.5,376.26707712351117,24.8,193.80000000000004
2024-04-18,الرديف ,0.0,15.0,15.46000005245209,60.5,110.01287990657534,1.0,12.0
2024-04-18,بوسالم,0.0,6.1,40.56666685971949,309.3,362.18767713398665,37.2,204.79999999999995
2024-04-18,سيدي يعيش,0.0,11.5,18.862056699634284,55.5,127.27913304351922,5.0,9.3
2024-04-18,غار الدماء,0.4,6.4,47.06831653128059,255.00000000000003,364.39943158838696,31.5,199.8
2024-04-18,أم العرائس,0.0,7.0,22.351433819416602,42.5,173.10060225906207,2.0,42.0
2024-04-18,عين دراهم,6.0,19.0,157.08199991971253,1209.0,1394.3776924535166,86.0,771.0
2024-04-18,توزر ,0.0,22.0,9.839999985098839,46.2,77.26687283783492,0.0,15.0
2024-04-18,طبرقة,1.2,2.4,74.81600004360082,594.0,859.6973854209372,32.099999999999994,627.2
2024-04-18,تمغزة,0.0,10.5,14.996774237002095,33.5,92.70329071853985,0.0,4.5
2024-04-18,سد بوهرتمة,0.7,8.399999999999999,65.51739135724695,522.3000000000001,628.7761767807872,97.3,445.09999999999997
2024-04-18,دقاش,0.0,22.0,10.475555529362627,43.5,80.79880233659352,0.0,9.0
2024-04-18,بــاجة,0.6,16.400000000000002,55.48571431652016,394.2,504.38116659859,38.0,312.4
2024-04-18,نفطة ,0.0,15.5,10.613043452410594,31.0,77.48029602440998,0.0,5.0
2024-04-18,مجاز الباب,0.0,4.0,40.126666635771585,208.0,347.21461556598996,18.5,172.5
2024-04-18,قبلي ,0.0,20.0,15.29111102206839,47.5,88.21708356662714,1.4,16.4
2024-04-18,نفزة ,2.0,7.0,74.59387758009285,591.0,852.1360290962517,36.0,628.0
2024-04-18,الفوار,0.0,17.0,8.119075639095126,46.2,64.83158789549329,0.0,0.0
2024-04-18,سد سيدي سالم,0.0,5.3,39.837499986868345,190.3,357.6788119046571,14.6,130.70000000000002
2024-04-18,دوز ,0.0,19.2,12.276923062327581,56.900000000000006,78.67051655023815,13.5,35.5
2024-04-18,تبرسق ,2.0,4.0,55.49999993917893,249.5,477.5018864344681,41.5,356.5
2024-04-18,قابس ,0.0,56.5,21.104571374250305,137.5,190.21317070282439,1.0,57.0
2024-04-18,تيبار ,0.0,6.0,55.94693883584471,340.0,460.6266595717782,48.0,246.0
2024-04-18,الحامة,0.0,22.0,17.20307696694747,68.5,132.44134613174757,0.5,30.5
2024-04-18,الكاف ,1.3,9.0,49.965999906808136,309.3,344.6645640142921,26.5,204.5
2024-04-18,المطوية ,0.0,23.0,19.346153830106438,90.5,165.5064639969815,0.0,36.5
2024-04-18,سد ملاق,0.8,8.8,34.119999964684254,219.10000000000002,234.2079555673741,25.0,168.3
2024-04-18,مطماطة,0.0,29.0,31.73877548928163,156.5,182.98173320824628,9.5,91.5
2024-04-18,ساقية سيدي يوسف,1.5,8.0,50.660000060829844,272.7,402.05434357189773,27.5,288.29999999999995
2024-04-18,مدنين ,0.0,57.2,24.944897924454843,217.29999999999995,153.01457170426846,18.8,91.60000000000001
2024-04-18,قلعة سنان,0.0,18.0,38.80222216116057,147.0,277.667070643724,18.5,83.0
2024-04-18,بني خداش,0.0,55.3,35.62195112283637,128.0,208.09268279882457,21.0,72.6
2024-04-18,القصور,1.5,12.0,44.07399997860193,195.0,298.4000000336767,15.5,103.5
2024-04-18,بن قردان ,0.0,15.0,24.057142811466235,142.1,176.0486191077647,28.0,111.8
2024-04-18,السرس,0.0,3.5,42.03255818195122,162.5,320.7043340886779,16.0,135.8
2024-04-18,جرجيس,0.0,22.0,22.761224554205427,145.8,226.72450699297917,19.0,81.5
2024-04-18,تاجروين,0.0,7.0,44.26976722340252,150.0,300.84381686716245,13.0,120.5
2024-04-18,جربة حومة السوق,0.0,56.0,18.17000001296401,161.8,211.26103628258426,2.5,106.7
2024-04-18,سليانة,2.0,8.0,40.3060000193119,193.5,323.06042855243624,21.0,99.0
2024-04-18,تطاوين ,0.0,28.7,23.946622337391013,98.2,114.73543790342848,25.0,80.19999999999999
2024-04-18,بوعرادة,0.0,1.0,42.81086955381476,214.0,350.7099230361058,55.0,140.0
2024-04-18,غمراسن,0.0,31.2,24.44250002540648,86.0,120.28204977986559,17.0,58.0
2024-04-18,الكريب,2.0,4.0,54.56530610852097,327.0,426.3133077752736,52.0,203.0
2024-04-18,رمادة ,0.0,1.8,13.553658481596448,27.1,72.62863514303902,8.2,31.4
2024-04-18,الروحية ,0.0,0.0,25.652380903561912,85.0,206.31570396587693,14.0,45.0
2024-04-18,سعدية برقو,3.0,13.0,62.21199997961521,313.0,503.90715219843383,33.0,150.0
2024-04-18,سد الأخماس,4.0,5.0,41.457446864944835,206.0,346.96591166676023,20.9,79.8
2024-04-18,مكثر,1.0,9.0,51.864000006467116,284.0,395.3910768657466,28.0,104.0
2024-04-18,تونس قرطاج,0.0,2.0,38.276200051009646,166.2,408.8556923122705,34.0,178.6
2024-04-18,تونس المنوبية,0.0,2.0,38.61400005310774,216.20000000000002,405.25941601968213,30.5,180.5
2024-04-18,أريانة,0.0,5.0,38.410000097751606,185.0,413.6396922869177,32.0,199.0
2024-04-18,سيدي ثابت,0.0,1.0,40.30833329415571,175.0,416.03036363303124,26.0,203.0
2024-04-18,قلعة الأندلس,0.0,3.0,40.887499954706676,198.0,433.32207009169554,20.0,239.0
2024-04-18,منوبة,0.0,0.0,39.6914894387443,276.5,367.4039260964138,32.0,215.5
2024-04-18,برج العامري,0.0,0.0,39.014000094980005,252.5,357.9992587181136,24.0,192.0
2024-04-18,البطان,0.0,0.0,35.89389921114645,185.0,337.66004020041595,26.0,197.0
2024-04-18,بن عروس ,0.0,3.0,38.40000010848045,273.0,398.36894728746086,23.5,205.4
2024-04-18,برج السدرية,0.0,1.0,40.94222217533324,203.0,428.5559811374797,35.5,219.0
2024-04-18,الخليدية,0.0,4.0,39.55359409785737,271.0,389.82637419368297,30.0,199.5
2024-04-18,نابل,0.0,2.5,29.260000028908255,199.2,354.32108870155236,42.5,210.0
2024-04-18,قليبية ,0.0,0.5,36.30199995875358,216.5,480.6070423538114,27.0,314.0
2024-04-18,قربة ,0.0,4.0,27.330000003278254,138.5,379.1927598442308,14.0,178.5
2024-04-18,منزل بوزلفة,0.0,2.0,39.402000080943104,242.0,452.5312756448803,58.0,256.0
2024-04-18,قرمبالية,0.0,8.0,38.54400000929833,300.5,432.8140817680498,63.0,252.5
2024-04-18,الهوارية ,0.0,0.0,38.22558154564265,301.5,511.6161128605819,48.0,379.7
2024-04-18,الحمامات ,0.0,4.5,32.87600001037121,206.0,390.0612307047389,28.5,167.0
2024-04-18,زغوان,0.0,6.5,44.77199991181494,218.0,402.26800643629883,13.5,107.3
2024-04-18,الفحص ,0.0,10.0,41.04489795316238,266.5,334.74151660410166,32.0,116.0
2024-04-18,سد بئر مشارقة ,0.0,7.5,38.725999929308884,157.5,351.19946888804736,16.0,127.5
2024-04-18,صواف,0.0,0.0,36.510638325772376,162.0,324.61615852210355,22.0,68.5
2024-04-18,الجبيبنة 3 النظور,0.0,5.0,33.662000045478344,207.0,308.6964708692712,0.0,0.0
2024-04-18,بنزرت سيدي أحمد ,1.4,4.6,47.196000035405156,355.80000000000007,574.5542004624698,33.0,350.2
2024-04-18,تينجة,1.3,2.6,43.2159999191761,322.40000000000003,533.069531471357,53.5,347.2
2024-04-18,راس الجبل,0.0,0.0,50.31777771843804,292.1,527.4628430233815,33.3,369.3
2024-04-18,العالية,0.0,0.0,39.6938776621709,273.0,434.09343922274786,11.5,299.0
2024-04-18,ماطر,0.0,0.0,44.682000010609606,361.5,479.27216665048763,48.5,414.2
2024-04-18, جومين,0.0,2.0,62.46326539802308,481.5,652.4237248122587,51.0,481.0
2024-04-18,سجنان,0.0,2.0,59.314000025987625,573.0,750.4583233371056,27.0,529.5
2024-04-18,القيروان ,0.0,5.4,29.39200007557869,151.8,246.25466700022434,7.2,72.4
2024-04-18,حفوز,1.0,3.9,28.95067076794349,98.9,246.84426857367538,4.5,68.5
2024-04-18,سد نبهانة,0.0,3.0,28.407317096685492,114.5,237.82195119305354,18.5,64.7
2024-04-18,الوسلاتية,0.0,3.0,38.32291654543952,111.5,309.00830390068745,23.0,115.0
2024-04-18,السبيخة,0.0,3.5,28.57800001025201,125.0,269.95000000223513,10.7,52.2
2024-04-18,سيدي عمر بوحجلة,0.0,5.0,28.609795967194497,168.5,224.18192171124926,13.0,69.5
2024-04-18,سد سيدي سعد,0.0,2.5,26.697999894767996,87.5,193.7939999881388,10.0,72.5
2024-04-18,القصرين,0.0,11.0,28.317999963015325,124.6,198.21953841278182,6.0,75.2
2024-04-18,فريانة ,0.0,7.5,25.095833317531895,47.0,201.05833321794233,2.5,17.5
2024-04-18,فوسانة,0.0,6.5,26.927659536612797,73.5,164.934723312474,4.0,25.0
2024-04-18,خنقة الزازية,0.0,9.3,24.39799997597933,62.10000000000001,177.89599988498352,7.2,36.5
2024-04-18,سبيبة ,1.0,6.5,26.130434824396733,97.5,225.59840578176255,8.0,57.0
2024-04-18,سبيطلة,0.0,9.0,26.102000020891435,91.0,187.58476945836952,12.5,29.5
2024-04-18,تالة ,1.0,13.0,45.60204075854652,196.0,316.5853563777569,9.5,66.0
2024-04-18,سيدي بوزيد,0.0,14.7,32.54468072285042,111.7,226.33919089216636,15.0,40.1
2024-04-18,سيدي علي بن عون,0.0,22.0,30.356250005463757,127.0,185.0274245264184,5.0,25.0
2024-04-18,بير الحفي,0.0,8.5,28.31800003409386,80.0,191.23022271172903,2.0,17.0
2024-04-18,المكناسي ,0.0,16.0,23.763999995440248,62.0,176.08281325338916,6.0,23.5
2024-04-18,الرقاب ,0.0,18.0,17.000000019406166,98.5,168.2867662440639,8.0,59.0
2024-04-18,جلمة ,0.0,9.0,25.044680794185773,92.0,173.40644459837057,8.0,51.0
2024-04-18,المزونة,0.0,11.0,20.4729166328907,42.5,165.18750000470936,6.0,36.5
2024-04-18,سوسة,0.0,6.0,33.48571434845121,165.0,308.03116176128856,6.0,58.0
2024-04-18,النفيضة,0.0,4.0,33.25319143495661,198.5,318.0379294497215,12.0,76.0
2024-04-18,مساكن ,0.0,5.0,33.36199999108911,219.5,292.24293397163336,8.0,68.0
2024-04-18,سيدي بوعلي ,0.0,7.0,30.14492753548682,159.0,287.2794672576595,13.0,43.0
2024-04-18,الكندار,0.0,2.0,30.81521739130435,125.0,254.70567690062174,12.0,44.0
2024-04-18,المنستير,1.0,11.0,30.649082143385204,297.0,299.3431659051398,18.0,168.0
2024-04-18,المكنين ,0.0,8.0,30.962000048458577,238.0,331.2638966842354,18.0,219.0
2024-04-18,طبلبة,1.0,8.0,32.37000004917383,226.0,335.63189083832873,18.0,216.0
2024-04-18,جــمال,0.0,8.0,32.3734694232746,235.0,321.6983362436012,15.0,229.0
2024-04-18,المهدية,0.0,6.1,28.77142855479401,271.6,309.9265182678589,22.7,181.0
2024-04-18,الشابة,0.0,6.0,22.660869630134634,269.0,279.8296620294236,14.0,186.0
2024-04-18,السواسي,0.0,4.5,27.3795917706222,167.79999999999998,212.68991684112638,15.0,87.0
2024-04-18,الـــجم ,0.0,5.0,30.812499993015077,194.60000000000002,252.98499400553317,16.0,134.0
2024-04-18,صفاقس,0.0,16.0,24.96999996572733,86.0,202.54676906442424,14.0,98.2
2024-04-18,عقارب,0.0,18.0,21.199632688347172,74.0,174.50777563535036,13.0,92.5
2024-04-18,بير علي بن خليفة,0.0,17.0,21.939999996423722,60.0,169.91041460128363,10.0,49.0
2024-04-18,الغريبة,0.0,22.0,16.674418607770008,65.0,156.0580859456069,14.0,40.5
2024-04-18,قرقنة,0.0,16.0,25.048785776305966,121.0,208.35562204189907,12.0,73.5
